Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
¿Puedes contar algo absurdo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo que tenga mucha gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo ridículo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo que me haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo que nos haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo chistoso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo agudo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo ocurrente?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo jocoso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo ingenioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo que sea muy gracioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que nos haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
Intenta hacerme reír	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que sea divertido?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que sea ridículo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que tenga gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que sea muy gracioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que tenga mucha gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo de risa?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que me haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo ridículo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo chistoso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo agudo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo ocurrente?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo jocoso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo ingenioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo gracioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes contar algo divertido?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo con gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que tenga gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo divertido?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo ridículo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo absurdo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo de risa?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que haga gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que dé risa?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo gracioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que sea ridículo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo jocoso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que sea muy gracioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que tenga mucha gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo con gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que me haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que nos haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo chistoso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo agudo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo que sea divertido?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que tenga mucha gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Puedes hacer algo que haga gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo absurdo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo de risa?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que haga gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que dé risa?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que sea divertido?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que sea ridículo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Te importa contar algo gracioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que sea muy gracioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo ingenioso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo con gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que me haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que nos haga reír?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo chistoso?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo agudo?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo ocurrente?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo divertido?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
¿Podrías contar algo que tenga gracia?	La verdad es que no tengo mucha gracia.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	54
Ya va siendo hora de que te calles la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Estoy cansado de escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero oír tu voz	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Haz el favor de estar en silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Haz el favor de guardar silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Haz el favor de cerrar la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Haz el favor de callarte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Solo quiero silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ya va siendo hora de que calles la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Solo pido silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ya va siendo hora de que guardes silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ya es hora de que guardes silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ya va siendo hora de que te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ya es hora de que te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Estoy harta de escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Estoy harto de escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cállate	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Calla esa boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ni una palabra más quiero escuchar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Calla la puta boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me pones la cabeza loca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me pones la cabeza como un bombo	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Deja de hablar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Para de hablar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cremallera	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero escuchar tu voz	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Dame un descanso	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ojalá no te oyera	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ni una palabra más quiero oír	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cállate anda	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Calla anda	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Solo te pido que te calles de una vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Solo pido que te calles de una vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Solo te pido que te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Solo pido que te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Déjame descansar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cállate de una vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Estoy cansada de escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No hables	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero oírte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que te quedes en silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Guarda silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No hables más	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Chitón	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que no hables más	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Calla de una vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Calla	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que te calles la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cállate la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te puedes callar?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Te he dicho que calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Quiero silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ojalá no te escuchara	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ojalá te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ojalá te callaras	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cierra el pico	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cierra la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Quiero que te calles la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que no hables	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Quiero que te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cállate coño	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero oír nada	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero escuchar nada	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Ni una palabra más	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero escuhar ni una palabra más	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero oír ni una palabra más	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero escuhar ni una palabra	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero oír ni una palabra	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Quiero que cierres la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes harta	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cállate de una puta vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes agotado	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes cansada	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes cansado	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes hasta los huevos	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes hasta las narices	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes despesperado	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes harto	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes desesperada	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Bla bla bla	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Hablas por los codos	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿No te cansa hablar tanto?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿No te cansas de no para de hablar?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿No te cansas de hablar tanto?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Hora de descansar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Es la hora del descanso	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes hasta los cojones	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me harta escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero oírte más	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Un minuto de silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Silencio leche	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Silencio coño	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Silencio ya	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Necesito silencio	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes agotada	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Necesito que te calles	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Quiero descansar de ti	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me harta oírte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me canso de escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me canso de oírte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me agoto de escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me agoto de oírte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me duele la cabeza de escucharte	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Me tienes con dolor de cabeza	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Necesito que te calles la boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Vas a callarte de una vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te importaría callarte la boca?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te importaría callarte la boca de una vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te importaría callarte de una vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te importaría callarte?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Piensas callarte de una puta vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Piensas callarte de una vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Es hora de descansar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Piensas callarte?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Vas a cerrar la boca de una vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Vas a callarte?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te vas a callar la boca?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te vas a callar?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Calla de una puta vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que te calles de una puta vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Calla tu puta boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
No quiero escucharte más	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Piensas callarte alguna vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que pares de hablar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que te calles coño	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Necesito descansar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Quiero descansar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que me dejes tranquila	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que me dejes tranquilo	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que me dejes en paz	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que me dejes de zumbar la cabeza	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te vas a callar de una vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que me dejes de zumbar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Vas a cerrar la boca?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que dejes de hablar	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te importaría callarte la puta boca de una vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Te importaría callarte la puta boca?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cierra la puta boca de una vez	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Cierra la puta boca	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
¿Vas a cerrar la boca de una puta vez?	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Necesito descansar de ti	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que me dejes de zumbar el oído	De acuerdo, me callo.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	55
Que cantes una cancioncilla	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate un villancico	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate un rock	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate una chirigota	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate un corrido	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate un reggaetón	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate el himno del Madrid	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate el himno del Barcelona	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate el himno del Barça	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Que cantes algo	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Que cantes el himno del Madrid	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Que cantes un rap	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Cántate una sevillanas	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
Que cantes una sevillanas	Me temo que la música no es lo mío.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	56
